rpm,speed,gear_position,acceleration,braking,throttle_position,idle_time,engine_load,fuel_rate,coolant_temp,driving_style
1375.1369161250607,57.64948919908295,5,0.6131821231400902,0.5658533374276138,27.812934827964433,0,59.24597289785629,12.4884668297985,86.82020168544466,Normal
3152.477145120437,70.14920348745076,3,0.7231344125235079,0.48740546436360943,22.145729091560316,0,23.763640112379008,6.428845460238099,83.57314589523531,Normal
1382.0407044390206,88.05210506145193,1,-1.1505882262191274,0.7797729130713735,45.53402700731581,0,40.993254089760455,13.479759736483965,83.48886931919505,Normal
3128.5421866779916,90.10826021120475,2,1.2973704884883124,0.05727870657085449,49.02121681954776,0,59.116494644983824,12.391246234170028,80.87184759179817,Normal
899.6520062551187,55.15597390939037,2,0.1919540960759939,0.4102970132206856,50.10067535946064,0,78.40868721068196,11.550045897652671,88.14733284866892,Normal
2373.1703609770734,68.58518308202905,4,1.7233667857151331,0.11133193907544708,68.65521762305943,0,64.15027454252355,14.095483861628672,91.57196011902155,Aggressive
1342.68758733138,31.989829639177284,4,1.494261930335528,0.1661436108300708,71.17657194037888,0,0.0,5.703286754612593,80.69251620566237,Aggressive
2915.52464759933,48.3509167253206,4,-0.12309421709028179,0.6051635628878129,58.628064094235256,0,56.224441990083854,12.439606213546272,82.1500923091759,Normal
2262.610115545103,87.00699264353074,5,0.6333384480124767,0.10737152329892219,22.94153341597372,0,23.634359931322884,7.232792357271352,96.92383368356566,Normal
2279.2740634520796,80.0504795146047,5,-1.0181296234275785,0.37255261477192464,48.98414807708939,0,44.10056547265844,10.17242675966518,101.85734778667867,Normal
2404.471691302788,64.08897214212124,1,-0.22370511914402258,0.07288565652839224,21.103644991785934,0,47.99988494989138,13.02325956975149,81.68659442870558,Normal
2871.7825738162483,51.206494889086656,5,-0.06401578474302805,0.7107062607735424,68.96254347536943,0,66.5386362922161,9.824746319431611,85.81937551498315,Normal
2411.136258995169,73.43483134845043,6,0.541038553540439,0.6878770536178673,48.34494562641543,0,46.901148122760134,10.901245948575246,97.28595456986925,Normal
2936.0522566629797,64.70807904308562,5,0.4055472809881626,0.49072037438008576,71.7059261920339,0,34.75166412189846,6.851944045164069,70.06526988832144,Aggressive
2449.7519561777567,46.40830555023384,4,-0.17719163480254396,0.39057867995088735,5.370289130299504,0,72.1780829860181,12.91108424973723,76.32896417010525,Normal
1106.3026446370668,27.725687280160322,1,-1.1271313756594679,1.0331456375493626,0.0,0,39.753973208588285,8.244373667199154,71.64920527057726,Aggressive
1926.1303032536075,57.935589250119754,3,-1.6914396650149306,0.7233377281838638,65.34384578040772,0,35.15188017670877,9.586413920203096,84.5781503281849,Normal
1599.0892723115362,42.12818342117541,4,-0.3692675716103382,0.1882655959059893,26.71590075821795,0,39.054214398760166,11.827626970353005,70.42845311200225,Eco
2280.097165281505,46.87115840367608,5,-0.1646237591408306,0.1756046899933046,45.27421421603219,0,43.46576207504063,10.27045037349257,78.91027867688571,Normal
1716.799661698536,57.75171441229983,2,0.5996498007696821,1.0465806658266494,39.913242607197944,0,55.2655556113272,12.969248675569917,70.0,Aggressive
1737.3991693319572,83.56098806819072,1,0.267372379094998,0.07138440615009561,74.06308675839261,0,0.0,6.770442543795465,91.51828543853152,Aggressive
2577.788448598463,71.19638219962694,5,1.3554103135890958,0.7339362453797176,53.19065458562921,0,11.710973442739139,5.834956275114139,99.58404520982798,Normal
2353.168948301731,79.12747059193781,5,0.7991618640375412,0.5308722994780226,69.75422814256707,0,59.71906943314173,10.789301065283738,90.1179193552866,Normal
2665.6602445474755,54.04074057309737,6,-0.1666599947354266,0.24835484251289208,42.71197271355873,0,57.9871099856361,13.201683561181552,84.62941521656676,Normal
2482.1322332598425,38.9600965355112,5,1.1465931966571048,0.1559994311126117,30.381299117717987,0,33.97008049923596,6.665762120981686,78.15975578204328,Normal
2577.574755444765,39.35009883712323,2,2.0283641566942903,0.008583860345449112,38.616299563114595,0,86.89461491868028,12.560206330102215,70.36514569744203,Aggressive
3645.874480378324,98.70191786111232,2,-0.03672848360779912,0.16668885643607384,56.2991693250694,0,1.581423808089795,5.049111594465826,83.6093186993771,Aggressive
1392.3166515914297,57.271263184158094,5,0.265113438019727,0.13337848377582015,36.51562009775977,0,15.73304075525413,8.23411740619768,83.85364879694532,Eco
2838.04665384272,80.9111162956885,2,0.872679501572039,0.2617730492958982,64.82146132010203,0,74.95489615426199,15.699840495880101,89.29470732139012,Normal
2649.0353318480147,50.86734430234752,4,1.6807426827538523,0.5023203705054655,21.887938655441125,0,80.19907155823284,15.177796168743505,90.2426367638069,Aggressive
